Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","1996","1996","1000 Int. $","1687267832.357508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","1997","1997","1000 Int. $","1715223594.640044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","1998","1998","1000 Int. $","1742256950.153991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","1999","1999","1000 Int. $","1795258565.000979","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2000","2000","1000 Int. $","1833839043.243678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2001","2001","1000 Int. $","1858944031.660267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2002","2002","1000 Int. $","1887053385.574254","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2003","2003","1000 Int. $","1936052641.463407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2004","2004","1000 Int. $","2023484540.383609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2005","2005","1000 Int. $","2064202004.808825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2006","2006","1000 Int. $","2111230777.218023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2007","2007","1000 Int. $","2177514417.486132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2008","2008","1000 Int. $","2258819539.184185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2009","2009","1000 Int. $","2275861473.908978","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2010","2010","1000 Int. $","2333659813.529543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2011","2011","1000 Int. $","2417560897.268205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2012","2012","1000 Int. $","2443086112.800003","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2013","2013","1000 Int. $","2529921661.301177","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2014","2014","1000 Int. $","2574665849.203049","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2015","2015","1000 Int. $","2600907670.031516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","5000","World","152","Gross Production Value (constant 2004-2006 1000 I$)","2051","Agriculture (PIN)","2016","2016","1000 Int. $","2629667131.391232","A","Aggregate, may include official, semi-official, estimated or calculated data"
