Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1976","1976","1000 US$","144841411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1977","1977","1000 US$","166735761","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1978","1978","1000 US$","188496410","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1979","1979","1000 US$","223579795","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1980","1980","1000 US$","254534921","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1981","1981","1000 US$","253757725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1982","1982","1000 US$","234333431","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1983","1983","1000 US$","229113240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1984","1984","1000 US$","241396636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1985","1985","1000 US$","232502733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1986","1986","1000 US$","250921425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1987","1987","1000 US$","277614390","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1988","1988","1000 US$","312410606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1989","1989","1000 US$","327129030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1990","1990","1000 US$","351467953","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1991","1991","1000 US$","353027343","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1992","1992","1000 US$","386177746","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1993","1993","1000 US$","355225556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1994","1994","1000 US$","402544895","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1995","1995","1000 US$","461025072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1996","1996","1000 US$","480193241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1997","1997","1000 US$","468449878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1998","1998","1000 US$","457122996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","1999","1999","1000 US$","443515286","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2000","2000","1000 US$","433157405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2001","2001","1000 US$","441843078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2002","2002","1000 US$","465333985","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2003","2003","1000 US$","551741729","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2004","2004","1000 US$","638435122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2005","2005","1000 US$","679892703","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2006","2006","1000 US$","753968276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2007","2007","1000 US$","913261891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2008","2008","1000 US$","1118566424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2009","2009","1000 US$","988056085","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2010","2010","1000 US$","1107372215","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2011","2011","1000 US$","1357005394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2012","2012","1000 US$","1369858609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2013","2013","1000 US$","1429348327","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2014","2014","1000 US$","1455340684","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2015","2015","1000 US$","1322959562","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5622","Import Value","1882","Agricult.Products,Total","2016","2016","1000 US$","1310752751","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1961","1961","1000 US$","32113630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1962","1962","1000 US$","33416982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1963","1963","1000 US$","36732656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1964","1964","1000 US$","40019479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1965","1965","1000 US$","40903082","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1966","1966","1000 US$","42958829","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1967","1967","1000 US$","43117180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1968","1968","1000 US$","43916165","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1969","1969","1000 US$","46669207","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1970","1970","1000 US$","51936445","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1971","1971","1000 US$","55924650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1972","1972","1000 US$","66402020","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1973","1973","1000 US$","96230234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1974","1974","1000 US$","118988484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1975","1975","1000 US$","123932016","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1976","1976","1000 US$","133151121","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1977","1977","1000 US$","152960410","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1978","1978","1000 US$","172729992","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1979","1979","1000 US$","204220446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1980","1980","1000 US$","233821175","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1981","1981","1000 US$","233142823","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1982","1982","1000 US$","213085327","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1983","1983","1000 US$","208824066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1984","1984","1000 US$","220943382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1985","1985","1000 US$","208665993","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1986","1986","1000 US$","228983532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1987","1987","1000 US$","252646531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1988","1988","1000 US$","286515575","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1989","1989","1000 US$","302037820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1990","1990","1000 US$","325577830","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1991","1991","1000 US$","328659952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1992","1992","1000 US$","357341616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1993","1993","1000 US$","338735267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1994","1994","1000 US$","388442789","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1995","1995","1000 US$","442888639","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1996","1996","1000 US$","465529215","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1997","1997","1000 US$","457517564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1998","1998","1000 US$","437677789","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","1999","1999","1000 US$","417121962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2000","2000","1000 US$","411026419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2001","2001","1000 US$","414404402","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2002","2002","1000 US$","442724028","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2003","2003","1000 US$","525346285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2004","2004","1000 US$","607389918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2005","2005","1000 US$","653535158","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2006","2006","1000 US$","721472428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2007","2007","1000 US$","873286997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2008","2008","1000 US$","1067553103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2009","2009","1000 US$","950959938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2010","2010","1000 US$","1084742336","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2011","2011","1000 US$","1320239084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2012","2012","1000 US$","1337670643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2013","2013","1000 US$","1396562909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2014","2014","1000 US$","1407016226","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2015","2015","1000 US$","1260420093","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","5000","World","5922","Export Value","1882","Agricult.Products,Total","2016","2016","1000 US$","1264129846","A","Aggregate, may include official, semi-official, estimated or calculated data"
